Compound,formula,Z,Period,Group,m,kai,EA,Nval,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
CdRbSb,RbCdSb,45.33333333,5,9.333333333,106.5566667,1.52,0.51864,0,7.259779333,20.27593667,2.423333333,1.65,603.4823333,1287.15,0.267,27.43666667,5.626333333,9.396666667,79.01333333,0.597666667
ClRb,RbCl,27,4,9,60.46,1.99,2.05146,0,8.572379,25.55155,2.39,1.575,242.05,600.13,0.421,32.5045,2.373,2.695,39.7,0.2910445
FRb,RbF,23,3.5,9,52.235,2.4,1.94246,0,10.799964,31.13015,2.25,1.375,182.965,523.095,0.5935,31.182,1.614,1.225,36.2349,0.2911395
AsHgRb,RbHgAs,50,5,9.333333333,120.33,1.633333333,0.431973333,0,8.134409333,21.54516667,2.37,1.556666667,545.6403333,826.6896667,0.277333333,27.89433333,6.931,10.72666667,53.63333333,0.389133333
Br3HgRb,RbHgBr3,44.4,4.6,12.8,105.154,2.32,2.116184,0,10.0112056,22.16386,2.162,1.396,268.9242,517.3538,0.385,57.2226,4.8852,4.376,34.535,0.133812
Cl3HgRb,RbHgCl3,33.6,4,12.8,78.484,2.44,2.267384,0,10.7035036,23.49742,2.102,1.294,212.3442,461.6498,0.388,32.178,4.9416,2.816,31.82,0.1331334
F3HgRb,RbHgF3,28.8,3.4,12.8,68.614,2.932,2.136584,0,13.3766056,30.19174,1.934,1.054,141.4422,369.2078,0.595,30.591,4.0308,1.052,27.66188,0.1332474
HgI3Rb,RbHgI3,55.2,5.2,12.8,133.354,2.14,1.932644,0,9.1936816,20.68804,2.24,1.51,341.4642,592.7138,0.229,44.4666,5.9772,5.552,38.24,0.135774
HgNRb,RbHgN,41.33333333,4.333333333,9.333333333,100.0266667,1.92,0.13864,0,9.716242667,25.21586667,2.27,1.393333333,203.307,556.0913333,0.514333333,29.389,5.439,1.613333333,43.76426667,0.2218866
HgPRb,RbHgP,44,4.666666667,9.333333333,105.68,1.636666667,0.410806667,0,8.367106,21.9386,2.353333333,1.52,288.0236667,714.8563333,0.424,27.62233333,5.629666667,1.706666667,46.96666667,0.222583333
HgRbSb,RbHgSb,56,5.333333333,9.333333333,135.9566667,1.59,0.51864,0,7.741006,20.8921,2.44,1.623333333,483.5163333,1150.356333,0.236666667,28.091,7.254333333,8.06,65.49,0.3028
Irb,RbI,45,5,9,106.185,1.74,1.77251,0,7.314194,23.2104,2.505,1.755,349.65,709.35,0.2885,42.745,3.236,4.975,45.05,0.293245
AsMgRb,RbMgAs,27.33333333,4,6,61.56666667,1.436666667,0.431973333,0,7.203987667,20.30465667,2.203333333,1.583333333,775.25,1071.15,0.571666667,26.85633333,2.999,12.86333333,76.4,0.881333333
Br3MgRb,RbMgBr3,30.8,4,10.8,69.896,2.202,2.116184,0,9.4529526,21.419554,2.062,1.412,406.69,664.03,0.5616,56.5998,2.526,5.658,48.195,0.429132
Cl3MgRb,RbMgCl3,20,3.4,10.8,43.226,2.322,2.267384,0,10.1452506,22.753114,2.002,1.31,350.11,608.326,0.5646,31.5552,2.5824,4.098,45.48,0.4284534
F3MgRb,RbMgF3,15.2,2.8,10.8,33.356,2.814,2.136584,0,12.8183526,29.447434,1.834,1.07,279.208,515.884,0.7716,29.9682,1.6716,2.334,41.32188,0.4285674
I3MgRb,RbMgI3,41.6,4.6,10.8,98.096,2.022,1.932644,0,8.6354286,19.943734,2.14,1.526,479.23,739.39,0.4056,43.8438,3.618,6.834,51.9,0.431094
MgNRb,RbMgN,18.66666667,3.333333333,6,41.26333333,1.723333333,0.13864,0,8.785821,23.97535667,2.103333333,1.42,432.9166667,800.5516667,0.808666667,28.351,1.507,3.75,66.53093333,0.7140866
MgPRb,RbMgP,21.33333333,3.666666667,6,46.91666667,1.44,0.410806667,0,7.436684333,20.69809,2.186666667,1.546666667,517.6333333,959.3166667,0.718333333,26.58433333,1.697666667,3.843333333,69.73333333,0.714783333
MgRbSb,RbMgSb,33.33333333,4.333333333,6,77.19333333,1.393333333,0.51864,0,6.810584333,19.65159,2.273333333,1.65,713.126,1394.816667,0.531,27.053,3.322333333,10.19666667,88.25666667,0.795
AsRbSr,RbSrAs,36,4.666666667,6,82.67,1.316666667,0.431973333,0,6.553526,18.9696,2.456666667,1.75,817.5833333,1166.816667,0.332666667,27.49666667,3.296333333,12.63,79.5,0.479
Br3RbSr,RbSrBr3,36,4.4,10.8,82.558,2.13,2.116184,0,9.0626756,20.61852,2.214,1.512,432.09,721.43,0.4182,56.984,2.7044,5.518,50.055,0.187732
Cl3RbSr,RbSrCl3,25.2,3.8,10.8,55.888,2.25,2.267384,0,9.7549736,21.95208,2.154,1.41,375.51,665.726,0.4212,31.9394,2.7608,3.958,47.34,0.1870534
F3RbSr,RbSrF3,20.4,3.2,10.8,46.018,2.742,2.136584,0,12.4280756,28.6464,1.986,1.17,304.608,573.284,0.6282,30.3524,1.85,2.194,43.18188,0.1871674
I3RbSr,RbSrI3,46.8,5,10.8,110.758,1.95,1.932644,0,8.2451516,19.1427,2.292,1.626,504.63,796.79,0.2622,44.228,3.7964,6.694,53.76,0.189694
NRbSr,RbSrN,27.33333333,4,6,62.36666667,1.603333333,0.13864,0,8.135359333,22.6403,2.356666667,1.586666667,475.25,896.2183333,0.569666667,28.99133333,1.804333333,3.516666667,69.63093333,0.311753267
PRbSr,RbSrP,30,4.333333333,6,68.02,1.32,0.410806667,0,6.786222667,19.36303333,2.44,1.713333333,559.9666667,1054.983333,0.479333333,27.22466667,1.995,3.61,72.83333333,0.31245
RbSbSr,RbSrSb,42,5,6,98.29666667,1.273333333,0.51864,0,6.160122667,18.31653333,2.526666667,1.816666667,755.4593333,1490.483333,0.292,27.69333333,3.619666667,9.963333333,91.35666667,0.392666667
AsRbZn,RbZnAs,33.33333333,4.333333333,9.333333333,75.26,1.55,0.431973333,0,7.786642333,21.28103,2.296666667,1.516666667,698.4256667,1010.15,0.36,27.03,4.799666667,12.41333333,72.3,0.748
Br3RbZn,RbZnBr3,34.4,4.2,12.8,78.112,2.27,2.116184,0,9.8025454,22.005378,2.118,1.372,360.5954,627.43,0.4346,56.704,3.6064,5.388,45.735,0.349132
Cl3RbZn,RbZnCl3,23.6,3.6,12.8,51.442,2.39,2.267384,0,10.4948434,23.338938,2.058,1.27,304.0154,571.726,0.4376,31.6594,3.6628,3.828,43.02,0.3484534
F3RbZn,RbZnF3,18.8,3,12.8,41.572,2.882,2.136584,0,13.1679454,30.033258,1.89,1.03,233.1134,479.284,0.6446,30.0724,2.752,2.064,38.86188,0.3485674
I3RbZn,RbZnI3,45.2,4.8,12.8,106.312,2.09,1.932644,0,8.9850214,20.529558,2.196,1.486,433.1354,702.79,0.2786,43.948,4.6984,6.564,49.44,0.351094
NRbZn,RbZnN,24.66666667,3.666666667,9.333333333,54.95666667,1.836666667,0.13864,0,9.368475667,24.95173,2.196666667,1.353333333,356.0923333,739.5516667,0.597,28.52466667,3.307666667,3.3,62.43093333,0.580753267
PRbZn,RbZnP,27.33333333,4,9.333333333,60.61,1.553333333,0.410806667,0,8.019339,21.67446333,2.28,1.48,440.809,898.3166667,0.506666667,26.758,3.498333333,3.393333333,65.63333333,0.58145
RbSbZn,RbZnSb,39.33333333,4.666666667,9.333333333,90.88666667,1.506666667,0.51864,0,7.393239,20.62796333,2.366666667,1.583333333,636.3016667,1333.816667,0.319333333,27.22666667,5.123,9.746666667,84.15666667,0.661666667
O3Sc2,Sc2O3,13.2,2.8,10.8,27.584,2.608,0.9518729,0,10.795426,26.192568,1.772,1.02,758.276,1297.7728,0.778,27.8348,2.0514,6.5332,123.96654,0.06336044
S3Sc2,Sc2S3,18,3.4,10.8,37.226,2.092,1.321472,0,8.840602,19.122636,1.94,1.26,958.676,1674.316,0.652,23.828,2.37,7.438,127.92,0.064814
Sc2Se3,Sc2Se3,28.8,4,10.8,65.36,2.074,1.2872,0,8.47603,17.833908,2,1.344,1022.03,1818.55,0.4198,25.4258,4.0854,9.64,137.712,0.07544
Sc2Te3,Sc2Te3,39.6,4.6,10.8,94.544,1.804,1.25768,0,8.030356,16.279908,2.096,1.458,1159.256,2000.35,0.3484,25.646,4.938,16.9,152.298,0.0773
AsSc,ScAs,27,4,9,59.94,1.77,0.499,0,8.175045,15.694485,2,1.395,1452.15,1999.15,0.4485,25.08,4.356,21.85,168.6,0.33
Br3Sc,ScBr3,31.5,4,13.5,71.165,2.56,2.57075,0,10.5007225,19.3931925,1.925,1.275,653,1026.25,0.4975,63.1475,3.08625,8.35,87.24375,0.040415
Cl3Sc,ScCl3,18,3.25,13.5,37.8275,2.71,2.75975,0,11.366095,21.0601425,1.85,1.1475,582.275,956.62,0.50125,31.84175,3.15675,6.4,83.85,0.03956675
F3Sc,ScF3,12,2.5,13.5,25.49,3.325,2.59625,0,14.7074725,29.4280425,1.64,0.8475,493.6475,841.0675,0.76,29.858,2.01825,4.195,78.65235,0.03970925
I3Sc,ScI3,45,4.75,13.5,106.415,2.335,2.341325,0,9.4788175,17.5484175,2.0225,1.4175,743.675,1120.45,0.3025,47.2025,4.45125,9.82,91.875,0.0428675
NSc,ScN,14,3,9,29.485,2.2,0.059,0,10.547795,21.200535,1.85,1.15,938.65,1593.2525,0.804,27.322,2.118,8.18,153.7964,0.0791299
PSc,ScP,18,3.5,9,37.965,1.775,0.46725,0,8.52409,16.284635,1.975,1.34,1065.725,1831.4,0.6685,24.672,2.404,8.32,158.6,0.080175
SbSc,ScSb,36,4.5,9,83.38,1.705,0.629,0,7.58494,14.714885,2.105,1.495,1358.964,2484.65,0.3875,25.375,4.841,17.85,186.385,0.2005
As2Sr3,Sr3As2,36,4.6,7.2,82.54,1.442,0.324,0,7.33235,14.05374,2.234,1.62,1066.15,1345.75,0.3152,25.93,3.8688,15.88,95.1,0.4126
N2Sr3,Sr3N2,25.6,3.8,7.2,58.176,1.786,-0.028,0,9.23055,18.45858,2.114,1.424,655.35,1021.032,0.5996,27.7236,2.0784,4.944,83.25712,0.21190392
P2Sr3,Sr3P2,28.8,4.2,7.2,64.96,1.446,0.2986,0,7.611586,14.52586,2.214,1.576,757.01,1211.55,0.4912,25.6036,2.3072,5.056,87.1,0.21274
Sb2Sr3,Sr3Sb2,43.2,5,7.2,101.292,1.39,0.428,0,6.860266,13.27006,2.318,1.7,991.6012,1734.15,0.2664,26.166,4.2568,12.68,109.328,0.309
Al2O4Sr,SrAl2O4,13.71428571,2.714285714,13.14285714,29.36857143,2.561428571,0.960926571,0,10.30551229,27.02451429,1.75,0.991428571,447.7908571,1085.028857,0.824571429,27.52885714,1.963714286,4.326857143,104.5919429,0.727724229
Al2S4Sr,SrAl2S4,18.28571429,3.285714286,13.14285714,38.55142857,2.07,1.312925714,0,8.443775143,20.29124571,1.91,1.22,638.648,1443.641429,0.704571429,23.71285714,2.267142857,5.188571429,108.3571429,0.729108571
Al2Se4Sr,SrAl2Se4,28.57142857,3.857142857,13.14285714,65.34571429,2.052857143,1.280285714,0,8.096563714,19.06388571,1.967142857,1.3,698.9851429,1581.007143,0.483428571,25.23457143,3.900857143,7.285714286,117.6828571,0.739228571
Al2SrTe4,SrAl2Te4,38.85714286,4.428571429,13.14285714,93.14,1.795714286,1.252171429,0,7.672112286,17.58388571,2.058571429,1.408571429,829.6765714,1754.15,0.415428571,25.44428571,4.712857143,14.2,131.5742857,0.741
Br2Sr,SrBr2,36,4.333333333,12,82.47333333,2.29,2.243333333,0,9.77415,18.0707,2.063333333,1.413333333,527.35,771.35,0.418,59.39,2.956666667,6.533333333,55.45,0.11848
Cl2Sr,SrCl2,24,3.666666667,12,52.84,2.423333333,2.411333333,0,10.54337,19.55243333,1.996666667,1.3,464.4833333,709.4566667,0.421333333,31.56266667,3.019333333,4.8,52.43333333,0.117726
F2Sr,SrF2,18.66666667,3,12,41.87333333,2.97,2.266,0,13.51348333,26.99056667,1.81,1.033333333,385.7033333,606.7433333,0.651333333,29.79933333,2.007333333,2.84,47.8132,0.117852667
Ga2O4Sr,SrGa2O4,18.85714286,3,13.14285714,41.58,2.618571429,0.920640857,0,10.30937886,27.5064,1.758571429,0.988571429,267.6313143,1002.171714,0.674857143,28.05171429,2.879142857,2.866857143,94.66622857,0.166581371
Ga2S4Sr,SrGa2S4,23.42857143,3.571428571,13.14285714,50.76285714,2.127142857,1.27264,0,8.447641714,20.77313143,1.918571429,1.217142857,458.4884571,1360.784286,0.554857143,24.23571429,3.182571429,3.728571429,98.43142857,0.167965714
Ga2Se4Sr,SrGa2Se4,33.71428571,4.142857143,13.14285714,77.55714286,2.11,1.24,0,8.100430286,19.54577143,1.975714286,1.297142857,518.8256,1498.15,0.333714286,25.75742857,4.816285714,5.825714286,107.7571429,0.178085714
Ga2SrTe4,SrGa2Te4,44,4.714285714,13.14285714,105.3514286,1.852857143,1.211885714,0,7.675978857,18.06577143,2.067142857,1.405714286,649.5170286,1671.292857,0.265714286,25.96714286,5.628285714,12.74,121.6485714,0.179857143
I2Sr,SrI2,48,5,12,113.8066667,2.09,2.0394,0,8.86579,16.4309,2.15,1.54,607.95,855.0833333,0.244666667,45.21666667,4.17,7.84,59.56666667,0.12066
In2O4Sr,SrIn2O4,24,3.285714286,13.14285714,54.46,2.61,0.920640857,0,10.24853857,27.03644286,1.775714286,1.042857143,303.87,944.4574286,0.634857143,28.25457143,3.280857143,2.201142857,86.17765714,0.283724229
In2S4Sr,SrIn2S4,28.57142857,3.857142857,13.14285714,63.64285714,2.118571429,1.27264,0,8.386801429,20.30317429,1.935714286,1.271428571,494.7271429,1303.07,0.514857143,24.43857143,3.584285714,3.062857143,89.94285714,0.285108571
In2Se4Sr,SrIn2Se4,38.85714286,4.428571429,13.14285714,90.43714286,2.101428571,1.24,0,8.03959,19.07581429,1.992857143,1.351428571,555.0642857,1440.435714,0.293714286,25.96028571,5.218,5.16,99.26857143,0.295228571
In2SrTe4,SrIn2Te4,49.14285714,5,13.14285714,118.2314286,1.844285714,1.211885714,0,7.615138571,17.59581429,2.084285714,1.46,685.7557143,1613.578571,0.225714286,26.17,6.03,12.07428571,113.16,0.297
La2O4Sr,SrLa2O4,26.28571429,3.571428571,10.28571429,61.34571429,2.415714286,0.977783714,0,10.18869286,24.80464286,1.918571429,1.191428571,521.9842857,1355.028857,0.624,28.36028571,2.948285714,3.041142857,135.6690857,0.0891528
La2S4Sr,SrLa2S4,30.85714286,4.142857143,10.28571429,70.52857143,1.924285714,1.329782857,0,8.326955714,18.07137429,2.078571429,1.42,712.8414286,1713.641429,0.504,24.54428571,3.251714286,3.902857143,139.4342857,0.090537143
La2Se4Sr,SrLa2Se4,41.14285714,4.714285714,10.28571429,97.32285714,1.907142857,1.297142857,0,7.979744286,16.84401429,2.135714286,1.5,773.1785714,1851.007143,0.282857143,26.066,4.885428571,6,148.76,0.100657143
Osr,SrO,23,3.5,9,51.81,2.195,0.73056075,0,9.65645,23.0756,2.005,1.27,552.255,870.169,0.612,28.084,2.0295,4.111,70.15545,0.1766337
SSr,SrS,27,4,9,59.845,1.765,1.03856,0,8.02743,17.18399,2.145,1.47,719.255,1183.955,0.507,24.745,2.295,4.865,73.45,0.177845
O4Sc2Sr,SrSc2O4,16,3,10.28571429,34.50571429,2.49,0.888640857,0,10.47000429,25.30200571,1.838571429,1.091428571,699.4128571,1175.600286,0.730571429,27.906,2.045142857,5.841142857,108.5919429,0.095724229
S4Sc2Sr,SrSc2S4,20.57142857,3.571428571,10.28571429,43.68857143,1.998571429,1.24064,0,8.608267143,18.56873714,1.998571429,1.32,890.27,1534.212857,0.610571429,24.09,2.348571429,6.702857143,112.3571429,0.097108571
Sc2Se4Sr,SrSc2Se4,30.85714286,4.142857143,10.28571429,70.48285714,1.981428571,1.208,0,8.261055714,17.34137714,2.055714286,1.4,950.6071429,1671.578571,0.389428571,25.61171429,3.982285714,8.8,121.6828571,0.107228571
Sc2SrTe4,SrSc2Te4,41.14285714,4.714285714,10.28571429,98.27714286,1.724285714,1.179885714,0,7.836604286,15.86137714,2.147142857,1.508571429,1081.298571,1844.721429,0.321428571,25.82142857,4.794285714,15.71428571,135.5742857,0.109
SeSr,SrSe,36,4.5,9,83.29,1.75,1.01,0,7.72362,16.11005,2.195,1.54,772.05,1304.15,0.3135,26.0765,3.7245,6.7,81.61,0.1867
SrTe,SrTe,45,5,9,107.61,1.525,0.9854,0,7.352225,14.81505,2.275,1.635,886.405,1455.65,0.254,26.26,4.435,12.75,93.765,0.18825
O4SrY2,SrY2O4,21.14285714,3.285714286,10.28571429,47.06285714,2.45,0.922640857,0,10.37166429,25.1375,1.887142857,1.14,693.9842857,1321.028857,0.653428571,28.19457143,2.47,4.526857143,125.3062286,0.099724229
S4SrY2,SrY2S4,25.71428571,3.857142857,10.28571429,56.24571429,1.958571429,1.27464,0,8.509927143,18.40423143,2.047142857,1.368571429,884.8414286,1679.641429,0.533428571,24.37857143,2.773428571,5.388571429,129.0714286,0.101108571
Se4SrY2,SrY2Se4,36,4.428571429,10.28571429,83.04,1.941428571,1.242,0,8.162715714,17.17687143,2.104285714,1.448571429,945.1785714,1817.007143,0.312285714,25.90028571,4.407142857,7.485714286,138.3971429,0.111228571
SrTe4Y2,SrY2Te4,46.28571429,5,10.28571429,110.8342857,1.684285714,1.213885714,0,7.738264286,15.69687143,2.195714286,1.557142857,1075.87,1990.15,0.244285714,26.11,5.219142857,14.4,152.2885714,0.113
O3Y2,Y2O3,20.4,3.2,10.8,45.164,2.552,0.9994729,0,10.65775,25.96226,1.84,1.088,750.676,1501.3728,0.67,28.2388,2.6462,4.6932,147.36654,0.06896044
S3Y2,Y2S3,25.2,3.8,10.8,54.806,2.036,1.369072,0,8.702926,18.892328,2.008,1.328,951.076,1877.916,0.544,24.232,2.9648,5.598,151.32,0.070414
Se3Y2,Y2Se3,36,4.4,10.8,82.94,2.018,1.3348,0,8.338354,17.6036,2.068,1.412,1014.43,2022.15,0.3118,25.8298,4.6802,7.8,161.112,0.08104
Te3Y2,Y2Te3,46.8,5,10.8,112.124,1.748,1.30528,0,7.89268,16.0496,2.164,1.526,1151.656,2203.95,0.2404,26.05,5.5328,15.06,175.698,0.0829
AsY,YAs,36,4.5,9,81.915,1.7,0.5585,0,8.00295,15.4066,2.085,1.48,1442.65,2253.65,0.3135,25.585,5.0995,19.55,197.85,0.337
Br3Y,YBr3,36,4.25,13.5,82.1525,2.525,2.6005,0,10.414675,19.24925,1.9675,1.3175,648.25,1153.5,0.43,63.4,3.458,7.2,101.86875,0.043915
Cl3Y,YCl3,22.5,3.5,13.5,48.815,2.675,2.7895,0,11.2800475,20.9162,1.8925,1.19,577.525,1083.87,0.43375,32.09425,3.5285,5.25,98.475,0.04306675
F3Y,YF3,16.5,2.75,13.5,36.4775,3.29,2.626,0,14.621425,29.2841,1.6825,0.89,488.8975,968.3175,0.6925,30.1105,2.39,3.045,93.27735,0.04320925
I3Y,YI3,49.5,5,13.5,117.4025,2.3,2.371075,0,9.39277,17.404475,2.065,1.46,738.925,1247.7,0.235,47.455,4.823,8.67,106.5,0.0463675
NY,YN,23,3.5,9,51.46,2.13,0.1185,0,10.3757,20.91265,1.935,1.235,929.15,1847.7525,0.669,27.827,2.8615,5.88,183.0464,0.0861299
PY,YP,27,4,9,59.94,1.705,0.52675,0,8.351995,15.99675,2.06,1.425,1056.225,2085.9,0.5335,25.177,3.1475,6.02,187.85,0.087175
SbY,YSb,45,5,9,105.355,1.635,0.6885,0,7.412845,14.427,2.19,1.58,1349.464,2739.15,0.2525,25.88,5.5845,15.55,215.635,0.2075
As2Zn3,Zn3As2,31.2,4,13.2,69.202,1.862,0.324,0,9.5519594,18.214314,1.946,1.2,851.6662,1063.75,0.3644,25.09,6.5748,15.49,82.14,0.8968
N2Zn3,Zn3N2,20.8,3.2,13.2,44.838,2.206,-0.028,0,11.4501594,22.619154,1.826,1.004,440.8662,739.032,0.6488,26.8836,4.7844,4.554,70.29712,0.69610392
P2Zn3,Zn3P2,24,3.6,13.2,51.622,1.866,0.2986,0,9.8311954,18.686434,1.926,1.156,542.5262,929.55,0.5404,24.7636,5.0132,4.666,74.14,0.69694
Sb2Zn3,Zn3Sb2,38.4,4.4,13.2,87.954,1.81,0.428,0,9.0798754,17.430634,2.03,1.28,777.1174,1452.15,0.3156,25.326,6.9628,12.29,96.368,0.7932
Al2O4Zn,ZnAl2O4,12.57142857,2.571428571,14.57142857,26.19285714,2.661428571,0.960926571,0,10.83399071,28.01512714,1.681428571,0.891428571,396.7232857,1017.886,0.836285714,27.32885714,2.608,4.234,101.5062286,0.843009943
Al2S4Zn,ZnAl2S4,17.14285714,3.142857143,14.57142857,35.37571429,2.17,1.312925714,0,8.972253571,21.28185857,1.841428571,1.12,587.5804286,1376.498571,0.716285714,23.51285714,2.911428571,5.095714286,105.2714286,0.844394286
Al2Se4Zn,ZnAl2Se4,27.42857143,3.714285714,14.57142857,62.17,2.152857143,1.280285714,0,8.625042143,20.05449857,1.898571429,1.2,647.9175714,1513.864286,0.495142857,25.03457143,4.545142857,7.192857143,114.5971429,0.854514286
Al2Te4Zn,ZnAl2Te4,37.71428571,4.285714286,14.57142857,89.96428571,1.895714286,1.252171429,0,8.200590714,18.57449857,1.99,1.308571429,778.609,1687.007143,0.427142857,25.24428571,5.357142857,14.10714286,128.4885714,0.856285714
Br2Zn,ZnBr2,33.33333333,4,15.33333333,75.06333333,2.523333333,2.243333333,0,11.00726633,20.38213,1.903333333,1.18,408.1923333,614.6833333,0.445333333,58.92333333,4.46,6.316666667,48.25,0.38748
Cl2Zn,ZnCl2,21.33333333,3.333333333,15.33333333,45.43,2.656666667,2.411333333,0,11.77648633,21.86386333,1.836666667,1.066666667,345.3256667,552.79,0.448666667,31.096,4.522666667,4.583333333,45.23333333,0.386726
F2Zn,ZnF2,16,2.666666667,15.33333333,34.46333333,3.203333333,2.266,0,14.74659967,29.30199667,1.65,0.8,266.5456667,450.0766667,0.678666667,29.33266667,3.510666667,2.623333333,40.6132,0.386852667
Ga2O4Zn,ZnGa2O4,17.71428571,2.857142857,14.57142857,38.40428571,2.718571429,0.920640857,0,10.83785729,28.49701286,1.69,0.888571429,216.5637429,935.0288571,0.686571429,27.85171429,3.523428571,2.774,91.58051429,0.281867086
Ga2S4Zn,ZnGa2S4,22.28571429,3.428571429,14.57142857,47.58714286,2.227142857,1.27264,0,8.976120143,21.76374429,1.85,1.117142857,407.4208857,1293.641429,0.566571429,24.03571429,3.826857143,3.635714286,95.34571429,0.283251429
Ga2Se4Zn,ZnGa2Se4,32.57142857,4,14.57142857,74.38142857,2.21,1.24,0,8.628908714,20.53638429,1.907142857,1.197142857,467.7580286,1431.007143,0.345428571,25.55742857,5.460571429,5.732857143,104.6714286,0.293371429
Ga2Te4Zn,ZnGa2Te4,42.85714286,4.571428571,14.57142857,102.1757143,1.952857143,1.211885714,0,8.204457286,19.05638429,1.998571429,1.305714286,598.4494571,1604.15,0.277428571,25.76714286,6.272571429,12.64714286,118.5628571,0.295142857
I2Zn,ZnI2,45.33333333,4.666666667,15.33333333,106.3966667,2.323333333,2.0394,0,10.09890633,18.74233,1.99,1.306666667,488.7923333,698.4166667,0.272,44.75,5.673333333,7.623333333,52.36666667,0.38966
In2O4Zn,ZnIn2O4,22.85714286,3.142857143,14.57142857,51.28428571,2.71,0.920640857,0,10.777017,28.02705571,1.707142857,0.942857143,252.8024286,877.3145714,0.646571429,28.05457143,3.925142857,2.108285714,83.09194286,0.399009943
In2S4Zn,ZnIn2S4,27.42857143,3.714285714,14.57142857,60.46714286,2.218571429,1.27264,0,8.915279857,21.29378714,1.867142857,1.171428571,443.6595714,1235.927143,0.526571429,24.23857143,4.228571429,2.97,86.85714286,0.400394286
In2Se4Zn,ZnIn2Se4,37.71428571,4.285714286,14.57142857,87.26142857,2.201428571,1.24,0,8.568068429,20.06642714,1.924285714,1.251428571,503.9967143,1373.292857,0.305428571,25.76028571,5.862285714,5.067142857,96.18285714,0.410514286
In2Te4Zn,ZnIn2Te4,48,4.857142857,14.57142857,115.0557143,1.944285714,1.211885714,0,8.143617,18.58642714,2.015714286,1.36,634.6881429,1546.435714,0.237428571,25.97,6.674285714,11.98142857,110.0742857,0.412285714
La2O4Zn,ZnLa2O4,25.14285714,3.428571429,11.71428571,58.17,2.515714286,0.977783714,0,10.71717129,25.79525571,1.85,1.091428571,470.9167143,1287.886,0.635714286,28.16028571,3.592571429,2.948285714,132.5833714,0.204438514
La2S4Zn,ZnLa2S4,29.71428571,4,11.71428571,67.35285714,2.024285714,1.329782857,0,8.855434143,19.06198714,2.01,1.32,661.7738571,1646.498571,0.515714286,24.34428571,3.896,3.81,136.3485714,0.205822857
La2Se4Zn,ZnLa2Se4,40,4.571428571,11.71428571,94.14714286,2.007142857,1.297142857,0,8.508222714,17.83462714,2.067142857,1.4,722.111,1783.864286,0.294571429,25.866,5.529714286,5.907142857,145.6742857,0.215942857
La2Te4Zn,ZnLa2Te4,50.28571429,5.142857143,11.71428571,121.9414286,1.75,1.269028571,0,8.083771286,16.35462714,2.158571429,1.508571429,852.8024286,1957.007143,0.226571429,26.07571429,6.341714286,12.82142857,159.5657143,0.217714286
Ozn,ZnO,19,3,14,40.695,2.545,0.73056075,0,11.5061245,26.542745,1.765,0.92,373.5185,635.169,0.653,27.384,4.2845,3.786,59.35545,0.5801337
SZn,ZnS,23,3.5,14,48.73,2.115,1.03856,0,9.8771045,20.651135,1.905,1.12,540.5185,948.955,0.548,24.045,4.55,4.54,62.65,0.581345
O4Sc2Zn,ZnSc2O4,14.85714286,2.857142857,11.71428571,31.33,2.59,0.888640857,0,10.99848271,26.29261857,1.77,0.991428571,648.3452857,1108.457429,0.742285714,27.706,2.689428571,5.748285714,105.5062286,0.211009943
S4Sc2Zn,ZnSc2S4,19.42857143,3.428571429,11.71428571,40.51285714,2.098571429,1.24064,0,9.136745571,19.55935,1.93,1.22,839.2024286,1467.07,0.622285714,23.89,2.992857143,6.61,109.2714286,0.212394286
Sc2Se4Zn,ZnSc2Se4,29.71428571,4,11.71428571,67.30714286,2.081428571,1.208,0,8.789534143,18.33199,1.987142857,1.3,899.5395714,1604.435714,0.401142857,25.41171429,4.626571429,8.707142857,118.5971429,0.222514286
Sc2Te4Zn,ZnSc2Te4,40,4.571428571,11.71428571,95.10142857,1.824285714,1.179885714,0,8.365082714,16.85199,2.078571429,1.408571429,1030.231,1777.578571,0.333142857,25.62142857,5.438571429,15.62142857,132.4885714,0.224285714
SeZn,ZnSe,32,4,14,72.175,2.1,1.01,0,9.5732945,19.577195,1.955,1.19,593.3135,1069.15,0.3545,25.3765,5.9795,6.375,70.81,0.5902
TeZn,ZnTe,41,4.5,14,96.495,1.875,0.9854,0,9.2018995,18.282195,2.035,1.285,707.6685,1220.65,0.295,25.56,6.69,12.425,82.965,0.59175
O4Y2Zn,ZnY2O4,20,3.142857143,11.71428571,43.88714286,2.55,0.922640857,0,10.90014271,26.12811286,1.818571429,1.04,642.9167143,1253.886,0.665142857,27.99457143,3.114285714,4.434,122.2205143,0.215009943
S4Y2Zn,ZnY2S4,24.57142857,3.714285714,11.71428571,53.07,2.058571429,1.27464,0,9.038405571,19.39484429,1.978571429,1.268571429,833.7738571,1612.498571,0.545142857,24.17857143,3.417714286,5.295714286,125.9857143,0.216394286
Se4Y2Zn,ZnY2Se4,34.85714286,4.285714286,11.71428571,79.86428571,2.041428571,1.242,0,8.691194143,18.16748429,2.035714286,1.348571429,894.111,1749.864286,0.324,25.70028571,5.051428571,7.392857143,135.3114286,0.226514286
