Compound,type,st,a1,a2,a3,n1,n2,n3,Ecoh,BM,bandgap,formula
ABX3_BaNiO3_Cs_Ba_Cl,ABX3,BaNiO3,Cs,Ba,Cl,2,2,6,2.60314,8.35,0,CsBaCl3
ABX3_BaNiO3_Cs_Ba_Br,ABX3,BaNiO3,Cs,Ba,Br,2,2,6,2.3339,10.15,0,CsBaBr3
ABX3_BaNiO3_Cs_Zn_F,ABX3,BaNiO3,Cs,Zn,F,2,2,6,4.03834,55.75,4.7837,CsZnF3
ABX3_BaNiO3_Cs_Zn_Cl,ABX3,BaNiO3,Cs,Zn,Cl,2,2,6,3.01934,25.75,4.1999,CsZnCl3
ABX3_BaNiO3_Cs_Cd_F,ABX3,BaNiO3,Cs,Cd,F,2,2,6,3.83018,46.85,4.0665,CsCdF3
ABX3_BaNiO3_Cs_Cd_Br,ABX3,BaNiO3,Cs,Cd,Br,2,2,6,1.9626,9.45,0.0001,CsCdBr3
ABX3_BaNiO3_Cs_Cd_I,ABX3,BaNiO3,Cs,Cd,I,2,2,6,1.7602,7.05,0.7651,CsCdI3
ABX3_BaNiO3_Cs_Hg_F,ABX3,BaNiO3,Cs,Hg,F,2,2,6,3.26083,44.3,2.4486,CsHgF3
ABX3_BaNiO3_Cs_Hg_Cl,ABX3,BaNiO3,Cs,Hg,Cl,2,2,6,1.37844,1,0.0016,CsHgCl3
ABX3_BaNiO3_Cs_Hg_Br,ABX3,BaNiO3,Cs,Hg,Br,2,2,6,1.90247,10.6,0.341,CsHgBr3
ABX3_CaTiO3_Li_Be_F,ABX3,CaTiO3,Li,Be,F,1,1,3,4.02755,100.85,1.9796,LiBeF3
ABX3_CaTiO3_Li_Be_Cl,ABX3,CaTiO3,Li,Be,Cl,1,1,3,2.46449,47.45,0,LiBeCl3
ABX3_CaTiO3_Li_Be_Br,ABX3,CaTiO3,Li,Be,Br,1,1,3,2.07745,79.25,0,LiBeBr3
ABX3_CaTiO3_Li_Be_I,ABX3,CaTiO3,Li,Be,I,1,1,3,1.70456,7.1,0,LiBeI3
ABX3_CaTiO3_Li_Mg_F,ABX3,CaTiO3,Li,Mg,F,1,1,3,4.57463,92.45,3.8403,LiMgF3
ABX3_CaTiO3_Li_Mg_Cl,ABX3,CaTiO3,Li,Mg,Cl,1,1,3,2.9877,50.55,0.9167,LiMgCl3
ABX3_CaTiO3_Li_Mg_Br,ABX3,CaTiO3,Li,Mg,Br,1,1,3,2.52317,45.2,0.0494,LiMgBr3
ABX3_CaTiO3_Li_Mg_I,ABX3,CaTiO3,Li,Mg,I,1,1,3,2.03379,8.45,0,LiMgI3
ABX3_CaTiO3_Li_Ca_F,ABX3,CaTiO3,Li,Ca,F,1,1,3,5.26089,81.05,6.6009,LiCaF3
ABX3_CaTiO3_Li_Ca_Cl,ABX3,CaTiO3,Li,Ca,Cl,1,1,3,3.7618,47.95,3.6482,LiCaCl3
ABX3_CaTiO3_Li_Ca_Br,ABX3,CaTiO3,Li,Ca,Br,1,1,3,3.28826,61.1,2.5089,LiCaBr3
ABX3_CaTiO3_Li_Ca_I,ABX3,CaTiO3,Li,Ca,I,1,1,3,2.75336,38.95,1.5347,LiCaI3
ABX3_CaTiO3_Li_Sr_F,ABX3,CaTiO3,Li,Sr,F,1,1,3,5.31083,82,7.2681,LiSrF3
ABX3_CaTiO3_Li_Sr_Cl,ABX3,CaTiO3,Li,Sr,Cl,1,1,3,3.89654,46.65,4.2306,LiSrCl3
ABX3_CaTiO3_Li_Sr_Br,ABX3,CaTiO3,Li,Sr,Br,1,1,3,3.429,28.6,3.036,LiSrBr3
ABX3_CaTiO3_Li_Sr_I,ABX3,CaTiO3,Li,Sr,I,1,1,3,2.90088,30.25,1.9922,LiSrI3
ABX3_CaTiO3_Li_Ba_F,ABX3,CaTiO3,Li,Ba,F,1,1,3,5.38328,81.8,6.5978,LiBaF3
ABX3_CaTiO3_Li_Ba_Cl,ABX3,CaTiO3,Li,Ba,Cl,1,1,3,4.08847,14.05,4.3468,LiBaCl3
ABX3_CaTiO3_Li_Ba_Br,ABX3,CaTiO3,Li,Ba,Br,1,1,3,3.6418,39.85,3.6103,LiBaBr3
ABX3_CaTiO3_Li_Ba_I,ABX3,CaTiO3,Li,Ba,I,1,1,3,3.13224,18.75,2.7838,LiBaI3
ABX3_CaTiO3_Li_Zn_F,ABX3,CaTiO3,Li,Zn,F,1,1,3,3.76663,87.25,1.2306,LiZnF3
ABX3_CaTiO3_Li_Zn_Cl,ABX3,CaTiO3,Li,Zn,Cl,1,1,3,2.31009,46.75,0,LiZnCl3
ABX3_CaTiO3_Li_Zn_Br,ABX3,CaTiO3,Li,Zn,Br,1,1,3,1.94422,7.9,0,LiZnBr3
ABX3_CaTiO3_Li_Zn_I,ABX3,CaTiO3,Li,Zn,I,1,1,3,1.61476,30.9,0,LiZnI3
ABX3_CaTiO3_Li_Cd_F,ABX3,CaTiO3,Li,Cd,F,1,1,3,3.92503,78.8,1.8547,LiCdF3
ABX3_CaTiO3_Li_Cd_Cl,ABX3,CaTiO3,Li,Cd,Cl,1,1,3,2.49781,46.8,0,LiCdCl3
ABX3_CaTiO3_Li_Cd_Br,ABX3,CaTiO3,Li,Cd,Br,1,1,3,2.10198,53.35,0,LiCdBr3
ABX3_CaTiO3_Li_Hg_F,ABX3,CaTiO3,Li,Hg,F,1,1,3,3.3989,84.7,0.4121,LiHgF3
ABX3_CaTiO3_Li_Hg_Cl,ABX3,CaTiO3,Li,Hg,Cl,1,1,3,2.13227,42.05,0,LiHgCl3
ABX3_CaTiO3_Li_Hg_Br,ABX3,CaTiO3,Li,Hg,Br,1,1,3,1.80731,5.9,0,LiHgBr3
ABX3_CaTiO3_Li_Hg_I,ABX3,CaTiO3,Li,Hg,I,1,1,3,1.5358,22,0,LiHgI3
ABX3_CaTiO3_Na_Be_F,ABX3,CaTiO3,Na,Be,F,1,1,3,3.35216,72,0.489,NaBeF3
ABX3_CaTiO3_Na_Be_Cl,ABX3,CaTiO3,Na,Be,Cl,1,1,3,2.11815,36.1,0,NaBeCl3
ABX3_CaTiO3_Na_Be_Br,ABX3,CaTiO3,Na,Be,Br,1,1,3,1.79083,5.9,0,NaBeBr3
ABX3_CaTiO3_Na_Be_I,ABX3,CaTiO3,Na,Be,I,1,1,3,1.48167,4.65,0,NaBeI3
ABX3_CaTiO3_Na_Mg_F,ABX3,CaTiO3,Na,Mg,F,1,1,3,3.97251,80.05,2.1562,NaMgF3
ABX3_CaTiO3_Na_Mg_Cl,ABX3,CaTiO3,Na,Mg,Cl,1,1,3,2.65047,30.7,0.4309,NaMgCl3
ABX3_CaTiO3_Na_Mg_Br,ABX3,CaTiO3,Na,Mg,Br,1,1,3,2.23927,36.9,0,NaMgBr3
ABX3_CaTiO3_Na_Mg_I,ABX3,CaTiO3,Na,Mg,I,1,1,3,1.80331,26.6,0,NaMgI3
ABX3_CaTiO3_Na_Ca_F,ABX3,CaTiO3,Na,Ca,F,1,1,3,4.76338,58.15,5.0289,NaCaF3
ABX3_CaTiO3_Na_Ca_Cl,ABX3,CaTiO3,Na,Ca,Cl,1,1,3,3.45246,6,2.977,NaCaCl3
ABX3_CaTiO3_Na_Ca_Br,ABX3,CaTiO3,Na,Ca,Br,1,1,3,3.01911,37.5,2.0856,NaCaBr3
ABX3_CaTiO3_Na_Ca_I,ABX3,CaTiO3,Na,Ca,I,1,1,3,2.52639,29.7,1.301,NaCaI3
ABX3_CaTiO3_Na_Sr_F,ABX3,CaTiO3,Na,Sr,F,1,1,3,4.89504,59.4,5.6136,NaSrF3
ABX3_CaTiO3_Na_Sr_Cl,ABX3,CaTiO3,Na,Sr,Cl,1,1,3,3.61842,38.55,3.5563,NaSrCl3
ABX3_CaTiO3_Na_Sr_Br,ABX3,CaTiO3,Na,Sr,Br,1,1,3,3.18541,48.4,2.5743,NaSrBr3
ABX3_CaTiO3_Na_Sr_I,ABX3,CaTiO3,Na,Sr,I,1,1,3,2.69085,27.4,1.748,NaSrI3
ABX3_CaTiO3_Na_Ba_F,ABX3,CaTiO3,Na,Ba,F,1,1,3,5.06655,56.25,6.0796,NaBaF3
ABX3_CaTiO3_Na_Ba_Cl,ABX3,CaTiO3,Na,Ba,Cl,1,1,3,3.84927,37.9,4.234,NaBaCl3
ABX3_CaTiO3_Na_Ba_Br,ABX3,CaTiO3,Na,Ba,Br,1,1,3,3.42346,13.05,3.4242,NaBaBr3
ABX3_CaTiO3_Na_Zn_F,ABX3,CaTiO3,Na,Zn,F,1,1,3,3.17749,77.35,0.0213,NaZnF3
ABX3_CaTiO3_Na_Zn_Cl,ABX3,CaTiO3,Na,Zn,Cl,1,1,3,1.99791,28.75,0,NaZnCl3
ABX3_CaTiO3_Na_Zn_Br,ABX3,CaTiO3,Na,Zn,Br,1,1,3,1.69094,39.25,0,NaZnBr3
ABX3_CaTiO3_Na_Zn_I,ABX3,CaTiO3,Na,Zn,I,1,1,3,1.41349,17.1,0,NaZnI3
ABX3_CaTiO3_Na_Cd_F,ABX3,CaTiO3,Na,Cd,F,1,1,3,3.41292,56.7,0.6784,NaCdF3
ABX3_CaTiO3_Na_Cd_Cl,ABX3,CaTiO3,Na,Cd,Cl,1,1,3,2.18757,3.5,0,NaCdCl3
ABX3_CaTiO3_Na_Cd_Br,ABX3,CaTiO3,Na,Cd,Br,1,1,3,1.8414,40.15,0,NaCdBr3
ABX3_CaTiO3_Na_Cd_I,ABX3,CaTiO3,Na,Cd,I,1,1,3,1.49576,18.05,0,NaCdI3
ABX3_CaTiO3_Na_Hg_F,ABX3,CaTiO3,Na,Hg,F,1,1,3,2.94398,67.15,0,NaHgF3
ABX3_CaTiO3_Na_Hg_Cl,ABX3,CaTiO3,Na,Hg,Cl,1,1,3,1.85803,26.75,0,NaHgCl3
ABX3_CaTiO3_Na_Hg_Br,ABX3,CaTiO3,Na,Hg,Br,1,1,3,1.58096,2.05,0,NaHgBr3
ABX3_CaTiO3_Na_Hg_I,ABX3,CaTiO3,Na,Hg,I,1,1,3,1.35065,9.2,0,NaHgI3
ABX3_CaTiO3_K_Be_F,ABX3,CaTiO3,K,Be,F,1,1,3,2.74258,33.15,0,KBeF3
ABX3_CaTiO3_K_Be_Cl,ABX3,CaTiO3,K,Be,Cl,1,1,3,1.8539,15.25,0,KBeCl3
ABX3_CaTiO3_K_Be_Br,ABX3,CaTiO3,K,Be,Br,1,1,3,1.60719,21,0,KBeBr3
ABX3_CaTiO3_K_Be_I,ABX3,CaTiO3,K,Be,I,1,1,3,1.37189,10.4,0,KBeI3
ABX3_CaTiO3_K_Mg_F,ABX3,CaTiO3,K,Mg,F,1,1,3,3.35251,35.75,0.241,KMgF3
ABX3_CaTiO3_K_Mg_Cl,ABX3,CaTiO3,K,Mg,Cl,1,1,3,2.31774,13,0,KMgCl3
ABX3_CaTiO3_K_Mg_Br,ABX3,CaTiO3,K,Mg,Br,1,1,3,1.98352,24,0,KMgBr3
ABX3_CaTiO3_K_Mg_I,ABX3,CaTiO3,K,Mg,I,1,1,3,1.63119,1.05,0,KMgI3
ABX3_CaTiO3_K_Ca_F,ABX3,CaTiO3,K,Ca,F,1,1,3,4.20192,38.6,2.814,KCaF3
ABX3_CaTiO3_K_Ca_Cl,ABX3,CaTiO3,K,Ca,Cl,1,1,3,3.12729,29.95,2.0153,KCaCl3
ABX3_CaTiO3_K_Ca_Br,ABX3,CaTiO3,K,Ca,Br,1,1,3,2.75257,37.5,1.4326,KCaBr3
ABX3_CaTiO3_K_Ca_I,ABX3,CaTiO3,K,Ca,I,1,1,3,2.32501,25.15,0.89,KCaI3
ABX3_CaTiO3_K_Sr_F,ABX3,CaTiO3,K,Sr,F,1,1,3,4.39119,42.05,3.4438,KSrF3
ABX3_CaTiO3_K_Sr_Cl,ABX3,CaTiO3,K,Sr,Cl,1,1,3,3.31932,18.75,2.554,KSrCl3
ABX3_CaTiO3_K_Sr_Br,ABX3,CaTiO3,K,Sr,Br,1,1,3,2.93912,25.85,1.8954,KSrBr3
ABX3_CaTiO3_K_Sr_I,ABX3,CaTiO3,K,Sr,I,1,1,3,2.50415,25.05,1.3133,KSrI3
ABX3_CaTiO3_K_Ba_F,ABX3,CaTiO3,K,Ba,F,1,1,3,4.64273,41.15,4.443,KBaF3
ABX3_CaTiO3_K_Ba_Cl,ABX3,CaTiO3,K,Ba,Cl,1,1,3,3.58483,26.95,3.3854,KBaCl3
ABX3_CaTiO3_K_Ba_Br,ABX3,CaTiO3,K,Ba,Br,1,1,3,3.20388,27.65,2.6938,KBaBr3
ABX3_CaTiO3_K_Ba_I,ABX3,CaTiO3,K,Ba,I,1,1,3,2.77048,18.7,2.0652,KBaI3
ABX3_CaTiO3_K_Zn_F,ABX3,CaTiO3,K,Zn,F,1,1,3,2.62929,23.75,0,KZnF3
ABX3_CaTiO3_K_Zn_Cl,ABX3,CaTiO3,K,Zn,Cl,1,1,3,1.77552,-4.7,0,KZnCl3
ABX3_CaTiO3_K_Zn_Br,ABX3,CaTiO3,K,Zn,Br,1,1,3,1.54257,25,0,KZnBr3
ABX3_CaTiO3_K_Zn_I,ABX3,CaTiO3,K,Zn,I,1,1,3,1.32679,11.35,0,KZnI3
ABX3_CaTiO3_K_Cd_F,ABX3,CaTiO3,K,Cd,F,1,1,3,2.85421,34.6,0,KCdF3
ABX3_CaTiO3_K_Cd_Br,ABX3,CaTiO3,K,Cd,Br,1,1,3,1.64847,0.5,0,KCdBr3
ABX3_CaTiO3_K_Cd_I,ABX3,CaTiO3,K,Cd,I,1,1,3,1.38493,13,0,KCdI3
ABX3_CaTiO3_K_Hg_F,ABX3,CaTiO3,K,Hg,F,1,1,3,2.47231,27.15,0,KHgF3
ABX3_CaTiO3_K_Hg_Cl,ABX3,CaTiO3,K,Hg,Cl,1,1,3,1.6717,6.3,0,KHgCl3
ABX3_CaTiO3_K_Hg_Br,ABX3,CaTiO3,K,Hg,Br,1,1,3,1.46398,6.15,0,KHgBr3
ABX3_CaTiO3_K_Hg_I,ABX3,CaTiO3,K,Hg,I,1,1,3,1.2826,6,0,KHgI3
ABX3_CaTiO3_Rb_Be_F,ABX3,CaTiO3,Rb,Be,F,1,1,3,2.55923,31.95,0,RbBeF3
ABX3_CaTiO3_Rb_Be_Cl,ABX3,CaTiO3,Rb,Be,Cl,1,1,3,1.7567,13.05,0,RbBeCl3
ABX3_CaTiO3_Rb_Be_Br,ABX3,CaTiO3,Rb,Be,Br,1,1,3,1.52906,-6.45,0,RbBeBr3
ABX3_CaTiO3_Rb_Be_I,ABX3,CaTiO3,Rb,Be,I,1,1,3,1.31501,12.5,0,RbBeI3
ABX3_CaTiO3_Rb_Mg_F,ABX3,CaTiO3,Rb,Mg,F,1,1,3,3.09392,30.65,0,RbMgF3
ABX3_CaTiO3_Rb_Mg_Cl,ABX3,CaTiO3,Rb,Mg,Cl,1,1,3,2.14865,16.65,0,RbMgCl3
ABX3_CaTiO3_Rb_Mg_Br,ABX3,CaTiO3,Rb,Mg,Br,1,1,3,1.84817,9.9,0,RbMgBr3
ABX3_CaTiO3_Rb_Mg_I,ABX3,CaTiO3,Rb,Mg,I,1,1,3,1.53319,4.85,0,RbMgI3
ABX3_CaTiO3_Rb_Ca_F,ABX3,CaTiO3,Rb,Ca,F,1,1,3,3.94363,36.3,1.8092,RbCaF3
ABX3_CaTiO3_Rb_Ca_Cl,ABX3,CaTiO3,Rb,Ca,Cl,1,1,3,2.93841,11.3,1.459,RbCaCl3
ABX3_CaTiO3_Rb_Ca_Br,ABX3,CaTiO3,Rb,Ca,Br,1,1,3,2.58821,32.35,1.0319,RbCaBr3
ABX3_CaTiO3_Rb_Ca_I,ABX3,CaTiO3,Rb,Ca,I,1,1,3,2.18887,20.3,0.6329,RbCaI3
ABX3_CaTiO3_Rb_Sr_F,ABX3,CaTiO3,Rb,Sr,F,1,1,3,4.14584,33.45,2.4141,RbSrF3
ABX3_CaTiO3_Rb_Sr_Cl,ABX3,CaTiO3,Rb,Sr,Cl,1,1,3,3.13835,24.2,1.9762,RbSrCl3
ABX3_CaTiO3_Rb_Sr_Br,ABX3,CaTiO3,Rb,Sr,Br,1,1,3,2.78147,33,1.4878,RbSrBr3
ABX3_CaTiO3_Rb_Sr_I,ABX3,CaTiO3,Rb,Sr,I,1,1,3,2.37224,20.9,1.0328,RbSrI3
ABX3_CaTiO3_Rb_Ba_F,ABX3,CaTiO3,Rb,Ba,F,1,1,3,4.41557,33.5,3.3629,RbBaF3
ABX3_CaTiO3_Rb_Ba_Cl,ABX3,CaTiO3,Rb,Ba,Cl,1,1,3,3.41481,22.45,2.7911,RbBaCl3
ABX3_CaTiO3_Rb_Ba_Br,ABX3,CaTiO3,Rb,Ba,Br,1,1,3,3.05558,34.45,2.2636,RbBaBr3
ABX3_CaTiO3_Rb_Ba_I,ABX3,CaTiO3,Rb,Ba,I,1,1,3,2.64508,16.4,1.7861,RbBaI3
ABX3_CaTiO3_Rb_Zn_F,ABX3,CaTiO3,Rb,Zn,F,1,1,3,2.46692,16.6,0,RbZnF3
ABX3_CaTiO3_Rb_Zn_Cl,ABX3,CaTiO3,Rb,Zn,Cl,1,1,3,1.69037,4.2,0,RbZnCl3
ABX3_CaTiO3_Rb_Zn_Br,ABX3,CaTiO3,Rb,Zn,Br,1,1,3,1.47579,8.35,0,RbZnBr3
ABX3_CaTiO3_Rb_Zn_I,ABX3,CaTiO3,Rb,Zn,I,1,1,3,1.27641,-1.75,0,RbZnI3
ABX3_CaTiO3_Rb_Cd_F,ABX3,CaTiO3,Rb,Cd,F,1,1,3,2.64618,15.85,0,RbCdF3
ABX3_CaTiO3_Rb_Cd_Cl,ABX3,CaTiO3,Rb,Cd,Cl,1,1,3,1.80688,11.95,0,RbCdCl3
ABX3_CaTiO3_Rb_Cd_Br,ABX3,CaTiO3,Rb,Cd,Br,1,1,3,1.55989,7.05,0,RbCdBr3
ABX3_CaTiO3_Rb_Cd_I,ABX3,CaTiO3,Rb,Cd,I,1,1,3,1.32169,6.65,0,RbCdI3
ABX3_CaTiO3_Rb_Hg_F,ABX3,CaTiO3,Rb,Hg,F,1,1,3,2.33106,18.7,0,RbHgF3
ABX3_CaTiO3_Rb_Hg_Cl,ABX3,CaTiO3,Rb,Hg,Cl,1,1,3,1.5996,1.75,0,RbHgCl3
ABX3_CaTiO3_Rb_Hg_Br,ABX3,CaTiO3,Rb,Hg,Br,1,1,3,1.4096,11.1,0,RbHgBr3
ABX3_CaTiO3_Rb_Hg_I,ABX3,CaTiO3,Rb,Hg,I,1,1,3,1.24014,5,0,RbHgI3
ABX3_CaTiO3_Cs_Be_F,ABX3,CaTiO3,Cs,Be,F,1,1,3,2.51031,22.95,0,CsBeF3
ABX3_CaTiO3_Cs_Be_Br,ABX3,CaTiO3,Cs,Be,Br,1,1,3,1.49953,17.2,0,CsBeBr3
ABX3_CaTiO3_Cs_Be_I,ABX3,CaTiO3,Cs,Be,I,1,1,3,1.29234,2,0,CsBeI3
ABX3_CaTiO3_Cs_Mg_F,ABX3,CaTiO3,Cs,Mg,F,1,1,3,2.89778,13.55,0,CsMgF3
ABX3_CaTiO3_Cs_Mg_Cl,ABX3,CaTiO3,Cs,Mg,Cl,1,1,3,2.02867,14.4,0,CsMgCl3
ABX3_CaTiO3_Cs_Mg_Br,ABX3,CaTiO3,Cs,Mg,Br,1,1,3,1.75503,14,0,CsMgBr3
ABX3_CaTiO3_Cs_Mg_I,ABX3,CaTiO3,Cs,Mg,I,1,1,3,1.46947,6.45,0,CsMgI3
ABX3_CaTiO3_Cs_Ca_F,ABX3,CaTiO3,Cs,Ca,F,1,1,3,3.69519,31.85,0.7236,CsCaF3
ABX3_CaTiO3_Cs_Ca_Cl,ABX3,CaTiO3,Cs,Ca,Cl,1,1,3,2.74563,11.9,0.6957,CsCaCl3
ABX3_CaTiO3_Cs_Ca_Br,ABX3,CaTiO3,Cs,Ca,Br,1,1,3,2.41746,17.5,0.432,CsCaBr3
ABX3_CaTiO3_Cs_Ca_I,ABX3,CaTiO3,Cs,Ca,I,1,1,3,2.04756,11.25,0.2317,CsCaI3
ABX3_CaTiO3_Cs_Sr_F,ABX3,CaTiO3,Cs,Sr,F,1,1,3,3.90635,26.2,1.2912,CsSrF3
ABX3_CaTiO3_Cs_Sr_Cl,ABX3,CaTiO3,Cs,Sr,Cl,1,1,3,2.95049,12.2,1.1739,CsSrCl3
ABX3_CaTiO3_Cs_Sr_Br,ABX3,CaTiO3,Cs,Sr,Br,1,1,3,2.61351,19.3,0.8495,CsSrBr3
ABX3_CaTiO3_Cs_Sr_I,ABX3,CaTiO3,Cs,Sr,I,1,1,3,2.2318,11.4,0.5811,CsSrI3
ABX3_CaTiO3_Cs_Ba_F,ABX3,CaTiO3,Cs,Ba,F,1,1,3,4.18901,27.15,2.1934,CsBaF3
ABX3_CaTiO3_Cs_Ba_Cl,ABX3,CaTiO3,Cs,Ba,Cl,1,1,3,3.2361,19.3,2.0035,CsBaCl3
ABX3_CaTiO3_Cs_Ba_Br,ABX3,CaTiO3,Cs,Ba,Br,1,1,3,2.89589,26.9,1.6409,CsBaBr3
ABX3_CaTiO3_Cs_Ba_I,ABX3,CaTiO3,Cs,Ba,I,1,1,3,2.50966,4.6,1.3472,CsBaI3
ABX3_CaTiO3_Cs_Zn_F,ABX3,CaTiO3,Cs,Zn,F,1,1,3,2.43554,9.1,0,CsZnF3
ABX3_CaTiO3_Cs_Zn_Cl,ABX3,CaTiO3,Cs,Zn,Cl,1,1,3,1.66863,10.45,0,CsZnCl3
ABX3_CaTiO3_Cs_Zn_Br,ABX3,CaTiO3,Cs,Zn,Br,1,1,3,1.45,2.05,0,CsZnBr3
ABX3_CaTiO3_Cs_Zn_I,ABX3,CaTiO3,Cs,Zn,I,1,1,3,1.25929,4,0,CsZnI3
ABX3_CaTiO3_Cs_Cd_F,ABX3,CaTiO3,Cs,Cd,F,1,1,3,2.55001,21.8,0,CsCdF3
ABX3_CaTiO3_Cs_Cd_Cl,ABX3,CaTiO3,Cs,Cd,Cl,1,1,3,1.75299,5.1,0,CsCdCl3
ABX3_CaTiO3_Cs_Cd_Br,ABX3,CaTiO3,Cs,Cd,Br,1,1,3,1.51758,-3,0,CsCdBr3
ABX3_CaTiO3_Cs_Cd_I,ABX3,CaTiO3,Cs,Cd,I,1,1,3,1.2943,-2.9,0,CsCdI3
ABX3_CaTiO3_Cs_Hg_F,ABX3,CaTiO3,Cs,Hg,F,1,1,3,2.32107,18.6,0,CsHgF3
ABX3_CaTiO3_Cs_Hg_Cl,ABX3,CaTiO3,Cs,Hg,Cl,1,1,3,1.58682,9.1,0,CsHgCl3
ABX3_CaTiO3_Cs_Hg_Br,ABX3,CaTiO3,Cs,Hg,Br,1,1,3,1.3939,-5.55,0,CsHgBr3
ABX3_CaTiO3_Cs_Hg_I,ABX3,CaTiO3,Cs,Hg,I,1,1,3,1.22984,5.45,0,CsHgI3
ABX3_K2LiAlF6_Li_Be_F,ABX3,K2LiAlF6,Li,Be,F,2,2,6,4.02728,104.45,1.6342,LiBeF3
ABX3_K2LiAlF6_Li_Be_Cl,ABX3,K2LiAlF6,Li,Be,Cl,2,2,6,2.46411,41.45,0,LiBeCl3
ABX3_K2LiAlF6_Li_Be_Br,ABX3,K2LiAlF6,Li,Be,Br,2,2,6,2.07847,21.6,0,LiBeBr3
ABX3_K2LiAlF6_Li_Be_I,ABX3,K2LiAlF6,Li,Be,I,2,2,6,1.70991,32.15,0,LiBeI3
ABX3_K2LiAlF6_Li_Mg_F,ABX3,K2LiAlF6,Li,Mg,F,2,2,6,4.57462,89.3,3.6073,LiMgF3
ABX3_K2LiAlF6_Li_Mg_Cl,ABX3,K2LiAlF6,Li,Mg,Cl,2,2,6,2.98855,49.9,0.5527,LiMgCl3
ABX3_K2LiAlF6_Li_Mg_Br,ABX3,K2LiAlF6,Li,Mg,Br,2,2,6,2.52365,77.1,0,LiMgBr3
ABX3_K2LiAlF6_Li_Mg_I,ABX3,K2LiAlF6,Li,Mg,I,2,2,6,2.03277,22.25,0,LiMgI3
ABX3_K2LiAlF6_Li_Ca_F,ABX3,K2LiAlF6,Li,Ca,F,2,2,6,5.26094,80.5,6.4909,LiCaF3
ABX3_K2LiAlF6_Li_Ca_Cl,ABX3,K2LiAlF6,Li,Ca,Cl,2,2,6,3.76267,49.85,3.4287,LiCaCl3
ABX3_K2LiAlF6_Li_Ca_Br,ABX3,K2LiAlF6,Li,Ca,Br,2,2,6,3.28842,82.05,2.2402,LiCaBr3
ABX3_K2LiAlF6_Li_Ca_I,ABX3,K2LiAlF6,Li,Ca,I,2,2,6,2.75315,34.1,1.1761,LiCaI3
ABX3_K2LiAlF6_Li_Sr_F,ABX3,K2LiAlF6,Li,Sr,F,2,2,6,5.31087,73.95,7.2376,LiSrF3
ABX3_K2LiAlF6_Li_Sr_Cl,ABX3,K2LiAlF6,Li,Sr,Cl,2,2,6,3.89557,47.05,4.0895,LiSrCl3
ABX3_K2LiAlF6_Li_Sr_Br,ABX3,K2LiAlF6,Li,Sr,Br,2,2,6,3.42824,13.5,2.8014,LiSrBr3
ABX3_K2LiAlF6_Li_Sr_I,ABX3,K2LiAlF6,Li,Sr,I,2,2,6,2.90057,21.95,1.7003,LiSrI3
ABX3_K2LiAlF6_Li_Ba_F,ABX3,K2LiAlF6,Li,Ba,F,2,2,6,5.38332,67.85,6.5937,LiBaF3
ABX3_K2LiAlF6_Li_Ba_Cl,ABX3,K2LiAlF6,Li,Ba,Cl,2,2,6,4.08904,44.8,4.2714,LiBaCl3
ABX3_K2LiAlF6_Li_Ba_I,ABX3,K2LiAlF6,Li,Ba,I,2,2,6,3.13189,22.4,2.5813,LiBaI3
ABX3_K2LiAlF6_Li_Zn_F,ABX3,K2LiAlF6,Li,Zn,F,2,2,6,3.76666,98.15,0.9621,LiZnF3
ABX3_K2LiAlF6_Li_Zn_Cl,ABX3,K2LiAlF6,Li,Zn,Cl,2,2,6,2.308,40.7,0,LiZnCl3
ABX3_K2LiAlF6_Li_Zn_Br,ABX3,K2LiAlF6,Li,Zn,Br,2,2,6,1.94896,69.5,0,LiZnBr3
ABX3_K2LiAlF6_Li_Zn_I,ABX3,K2LiAlF6,Li,Zn,I,2,2,6,1.68972,13,0.1177,LiZnI3
ABX3_K2LiAlF6_Li_Cd_F,ABX3,K2LiAlF6,Li,Cd,F,2,2,6,3.92508,94.1,1.6539,LiCdF3
ABX3_K2LiAlF6_Li_Cd_Cl,ABX3,K2LiAlF6,Li,Cd,Cl,2,2,6,2.49878,27.4,0,LiCdCl3
ABX3_K2LiAlF6_Li_Cd_Br,ABX3,K2LiAlF6,Li,Cd,Br,2,2,6,2.10059,73.3,0,LiCdBr3
ABX3_K2LiAlF6_Li_Cd_I,ABX3,K2LiAlF6,Li,Cd,I,2,2,6,1.70958,26.9,0,LiCdI3
ABX3_K2LiAlF6_Li_Hg_F,ABX3,K2LiAlF6,Li,Hg,F,2,2,6,3.3991,92.6,0.2201,LiHgF3
ABX3_K2LiAlF6_Li_Hg_Cl,ABX3,K2LiAlF6,Li,Hg,Cl,2,2,6,2.13201,37.15,0,LiHgCl3
ABX3_K2LiAlF6_Li_Hg_Br,ABX3,K2LiAlF6,Li,Hg,Br,2,2,6,1.81133,7.75,0,LiHgBr3
ABX3_K2LiAlF6_Li_Hg_I,ABX3,K2LiAlF6,Li,Hg,I,2,2,6,1.53526,11.75,0,LiHgI3
ABX3_K2LiAlF6_Na_Be_F,ABX3,K2LiAlF6,Na,Be,F,2,2,6,3.35201,67.5,0.4832,NaBeF3
ABX3_K2LiAlF6_Na_Be_Cl,ABX3,K2LiAlF6,Na,Be,Cl,2,2,6,2.11545,9,0,NaBeCl3
